material_status_id,factory_id,work_date,order_id,material_code,required_qty,available_qty,expected_at,status,data_split,dataset_provenance
MAT-000086,FAC-001,2025-04-13,ORD-01-011,shell_fabric,885.9,955.7,,available,train,synthetic
MAT-000087,FAC-001,2025-04-14,ORD-01-011,buttons,1288.0,1291.4,,available,train,synthetic
MAT-000088,FAC-001,2025-04-15,ORD-01-011,buttons,699.5,700.7,,available,train,synthetic
MAT-000089,FAC-001,2025-04-16,ORD-01-011,zipper,223.1,231.5,,available,train,synthetic
MAT-000090,FAC-001,2025-04-17,ORD-01-012,sewing_thread,4976.2,5183.2,,available,train,synthetic
MAT-000091,FAC-001,2025-04-19,ORD-01-012,shell_fabric,4907.2,5464.0,,available,train,synthetic
MAT-000092,FAC-001,2025-04-20,ORD-01-012,buttons,3260.7,3266.4,,available,train,synthetic
MAT-000093,FAC-001,2025-04-21,ORD-01-012,labels,2619.4,686.4,2025-04-22T09:00:00+00:00,critical,train,synthetic
MAT-000094,FAC-001,2025-04-22,ORD-01-012,buttons,1297.2,1427.0,,available,train,synthetic
MAT-000095,FAC-001,2025-04-23,ORD-01-012,sewing_thread,1275.0,1315.5,,available,train,synthetic
MAT-000096,FAC-001,2025-04-24,ORD-01-012,zipper,742.3,788.4,,available,train,synthetic
MAT-000097,FAC-001,2025-04-26,ORD-01-013,labels,2802.7,3088.7,,available,train,synthetic
MAT-000098,FAC-001,2025-04-27,ORD-01-013,labels,3995.1,4310.1,,available,train,synthetic
MAT-000099,FAC-001,2025-04-28,ORD-01-013,zipper,2054.0,2110.1,,available,train,synthetic
MAT-000100,FAC-001,2025-04-29,ORD-01-013,shell_fabric,1789.6,1977.7,,available,train,synthetic
MAT-000101,FAC-001,2025-04-30,ORD-01-013,zipper,2398.7,2614.9,,available,train,synthetic
MAT-000102,FAC-001,2025-05-01,ORD-01-013,buttons,810.3,858.9,,available,validation,synthetic
MAT-000103,FAC-001,2025-05-03,ORD-01-013,zipper,1264.6,1376.9,,available,validation,synthetic
MAT-000104,FAC-001,2025-05-04,ORD-01-013,labels,392.2,394.5,,available,validation,synthetic
MAT-000105,FAC-001,2025-05-05,ORD-01-013,labels,100.0,77.4,2025-05-05T09:00:00+00:00,minor,validation,synthetic
MAT-000106,FAC-001,2025-05-06,ORD-01-013,buttons,100.0,85.6,2025-05-06T09:00:00+00:00,minor,validation,synthetic
MAT-000107,FAC-001,2025-05-07,ORD-01-013,labels,100.0,102.9,,available,validation,synthetic
MAT-000108,FAC-001,2025-05-08,ORD-01-014,zipper,3029.3,3225.5,,available,validation,synthetic
MAT-000109,FAC-001,2025-05-10,ORD-01-014,labels,3441.6,3514.6,,available,validation,synthetic
MAT-000110,FAC-001,2025-05-11,ORD-01-014,zipper,1749.2,1835.4,,available,validation,synthetic
MAT-000111,FAC-001,2025-05-12,ORD-01-014,buttons,1500.5,1647.0,,available,validation,synthetic
MAT-000112,FAC-001,2025-05-13,ORD-01-014,buttons,1643.5,1799.8,,available,validation,synthetic
MAT-000113,FAC-001,2025-05-14,ORD-01-014,buttons,999.5,1087.0,,available,validation,synthetic
MAT-000114,FAC-001,2025-05-15,ORD-01-014,sewing_thread,1558.6,1719.5,,available,validation,synthetic
MAT-000115,FAC-001,2025-05-17,ORD-01-014,shell_fabric,1154.1,1211.7,,available,validation,synthetic
MAT-000116,FAC-001,2025-05-18,ORD-01-014,shell_fabric,602.5,630.0,,available,validation,synthetic
MAT-000117,FAC-001,2025-05-19,ORD-01-014,labels,203.2,215.7,,available,validation,synthetic
MAT-000118,FAC-001,2025-05-20,ORD-01-014,zipper,100.0,107.5,,available,validation,synthetic
MAT-000119,FAC-001,2025-05-21,ORD-01-014,zipper,100.0,111.2,,available,validation,synthetic
MAT-000120,FAC-001,2025-05-22,ORD-01-015,zipper,3798.3,3940.6,,available,validation,synthetic
MAT-000121,FAC-001,2025-05-24,ORD-01-015,zipper,2004.7,1493.0,2025-05-24T09:00:00+00:00,minor,validation,synthetic
MAT-000122,FAC-001,2025-05-25,ORD-01-015,sewing_thread,2995.9,3255.7,,available,validation,synthetic
MAT-000123,FAC-001,2025-05-26,ORD-01-015,sewing_thread,1589.6,1606.2,,available,validation,synthetic
MAT-000124,FAC-001,2025-05-27,ORD-01-015,buttons,918.5,932.2,,available,validation,synthetic
MAT-000125,FAC-001,2025-05-28,ORD-01-015,sewing_thread,100.0,108.8,,available,validation,synthetic
MAT-000126,FAC-001,2025-05-29,ORD-01-015,sewing_thread,100.0,110.4,,available,validation,synthetic
MAT-000127,FAC-001,2025-05-31,ORD-01-016,zipper,2491.6,2713.1,,available,validation,synthetic
MAT-000128,FAC-001,2025-06-01,ORD-01-016,zipper,3585.6,3828.6,,available,test,synthetic
MAT-000129,FAC-001,2025-06-02,ORD-01-016,sewing_thread,3526.4,3791.7,,available,test,synthetic
MAT-000130,FAC-001,2025-06-03,ORD-01-016,sewing_thread,3119.9,2707.9,2025-06-03T09:00:00+00:00,minor,test,synthetic
MAT-000131,FAC-001,2025-06-04,ORD-01-016,zipper,1802.4,1967.8,,available,test,synthetic
MAT-000132,FAC-001,2025-06-05,ORD-01-016,buttons,1286.8,1376.2,,available,test,synthetic
MAT-000133,FAC-001,2025-06-07,ORD-01-016,shell_fabric,1055.9,1163.2,,available,test,synthetic
MAT-000134,FAC-001,2025-06-08,ORD-01-016,buttons,1087.5,1130.2,,available,test,synthetic
MAT-000135,FAC-001,2025-06-09,ORD-01-016,shell_fabric,299.6,314.7,,available,test,synthetic
MAT-000136,FAC-001,2025-06-10,ORD-01-017,sewing_thread,2808.5,3024.4,,available,test,synthetic
MAT-000137,FAC-001,2025-06-11,ORD-01-017,sewing_thread,3388.9,3553.3,,available,test,synthetic
MAT-000138,FAC-001,2025-06-12,ORD-01-017,shell_fabric,3911.5,3935.7,,available,test,synthetic
MAT-000139,FAC-001,2025-06-14,ORD-01-017,zipper,3198.2,3506.6,,available,test,synthetic
MAT-000140,FAC-001,2025-06-15,ORD-01-017,shell_fabric,1346.7,1475.3,,available,test,synthetic
MAT-000141,FAC-001,2025-06-16,ORD-01-017,zipper,2034.7,2243.5,,available,test,synthetic
MAT-000142,FAC-001,2025-06-17,ORD-01-017,sewing_thread,1810.3,1985.0,,available,test,synthetic
MAT-000143,FAC-001,2025-06-18,ORD-01-017,buttons,1214.1,1280.7,,available,test,synthetic
MAT-000144,FAC-001,2025-06-19,ORD-01-017,labels,564.1,570.6,,available,test,synthetic
MAT-000145,FAC-001,2025-06-21,ORD-01-017,zipper,589.3,624.2,,available,test,synthetic
MAT-000146,FAC-001,2025-06-22,ORD-01-017,sewing_thread,180.9,183.3,,available,test,synthetic
MAT-000147,FAC-001,2025-06-23,ORD-01-018,labels,1218.9,1076.6,2025-06-23T09:00:00+00:00,minor,test,synthetic
MAT-000148,FAC-001,2025-06-24,ORD-01-018,sewing_thread,766.0,834.4,,available,test,synthetic
MAT-000149,FAC-001,2025-06-25,ORD-01-018,buttons,1134.3,1161.7,,available,test,synthetic
MAT-000150,FAC-001,2025-06-26,ORD-01-018,sewing_thread,647.3,682.2,,available,test,synthetic
MAT-000151,FAC-001,2025-06-28,ORD-01-018,buttons,529.1,566.2,,available,test,synthetic
MAT-000152,FAC-001,2025-06-29,ORD-01-018,buttons,100.0,106.6,,available,test,synthetic
MAT-000153,FAC-001,2025-06-30,ORD-01-018,shell_fabric,100.0,105.7,,available,test,synthetic
MAT-000154,FAC-001,2025-01-04,ORD-02-001,labels,2888.5,3091.0,,available,train,synthetic
MAT-000155,FAC-001,2025-01-05,ORD-02-001,shell_fabric,2451.8,2533.7,,available,train,synthetic
MAT-000156,FAC-001,2025-01-06,ORD-02-001,zipper,1494.6,1655.4,,available,train,synthetic
MAT-000157,FAC-001,2025-01-07,ORD-02-001,zipper,637.8,702.4,,available,train,synthetic
MAT-000158,FAC-001,2025-01-08,ORD-02-001,shell_fabric,266.5,272.5,,available,train,synthetic
MAT-000159,FAC-001,2025-01-09,ORD-02-002,shell_fabric,1431.1,1546.2,,available,train,synthetic
MAT-000160,FAC-001,2025-01-11,ORD-02-002,shell_fabric,1925.0,1936.6,,available,train,synthetic
MAT-000161,FAC-001,2025-01-12,ORD-02-002,labels,1009.4,451.2,2025-01-13T09:00:00+00:00,critical,train,synthetic
MAT-000162,FAC-001,2025-01-13,ORD-02-002,zipper,1379.7,1403.3,,available,train,synthetic
MAT-000163,FAC-001,2025-01-14,ORD-02-002,buttons,1045.9,1123.5,,available,train,synthetic
MAT-000164,FAC-001,2025-01-15,ORD-02-002,labels,736.4,750.6,,available,train,synthetic
MAT-000165,FAC-001,2025-01-16,ORD-02-002,labels,237.8,215.8,2025-01-16T09:00:00+00:00,minor,train,synthetic
MAT-000166,FAC-001,2025-01-18,ORD-02-002,labels,100.0,109.2,,available,train,synthetic
MAT-000167,FAC-001,2025-01-19,ORD-02-002,sewing_thread,100.0,106.0,,available,train,synthetic
MAT-000168,FAC-001,2025-01-20,ORD-02-003,labels,5372.9,5808.5,,available,train,synthetic
MAT-000169,FAC-001,2025-01-21,ORD-02-003,zipper,2354.1,2449.4,,available,train,synthetic
MAT-000170,FAC-001,2025-01-22,ORD-02-003,sewing_thread,2118.5,2256.9,,available,train,synthetic
MAT-000171,FAC-001,2025-01-23,ORD-02-003,sewing_thread,2935.9,3263.8,,available,train,synthetic
MAT-000172,FAC-001,2025-01-25,ORD-02-003,sewing_thread,2350.8,2541.4,,available,train,synthetic
MAT-000173,FAC-001,2025-01-26,ORD-02-003,zipper,1311.7,1370.1,,available,train,synthetic
MAT-000174,FAC-001,2025-01-27,ORD-02-003,shell_fabric,666.1,742.5,,available,train,synthetic
MAT-000175,FAC-001,2025-01-28,ORD-02-003,buttons,100.0,111.4,,available,train,synthetic
MAT-000176,FAC-001,2025-01-29,ORD-02-004,shell_fabric,6448.5,6896.1,,available,train,synthetic
MAT-000177,FAC-001,2025-01-30,ORD-02-004,labels,7636.5,2714.3,2025-02-01T09:00:00+00:00,critical,train,synthetic
MAT-000178,FAC-001,2025-02-01,ORD-02-004,labels,3586.6,3897.5,,available,train,synthetic
MAT-000179,FAC-001,2025-02-02,ORD-02-004,zipper,6751.8,7291.7,,available,train,synthetic
MAT-000180,FAC-001,2025-02-03,ORD-02-004,buttons,3287.9,3335.8,,available,train,synthetic
MAT-000181,FAC-001,2025-02-04,ORD-02-004,sewing_thread,2953.8,3057.9,,available,train,synthetic
MAT-000182,FAC-001,2025-02-05,ORD-02-004,zipper,2038.7,2191.9,,available,train,synthetic
MAT-000183,FAC-001,2025-02-06,ORD-02-004,zipper,2577.7,2578.5,,available,train,synthetic
MAT-000184,FAC-001,2025-02-08,ORD-02-004,sewing_thread,1443.6,1483.5,,available,train,synthetic
MAT-000185,FAC-001,2025-02-09,ORD-02-004,zipper,1163.6,1215.7,,available,train,synthetic
MAT-000186,FAC-001,2025-02-10,ORD-02-004,zipper,292.3,306.6,,available,train,synthetic
MAT-000187,FAC-001,2025-02-11,ORD-02-004,shell_fabric,100.0,109.0,,available,train,synthetic
MAT-000188,FAC-001,2025-02-12,ORD-02-005,labels,3913.7,4239.4,,available,train,synthetic
MAT-000189,FAC-001,2025-02-13,ORD-02-005,labels,2584.3,2685.8,,available,train,synthetic
MAT-000190,FAC-001,2025-02-15,ORD-02-005,buttons,2994.5,3109.0,,available,train,synthetic
MAT-000191,FAC-001,2025-02-16,ORD-02-005,zipper,2939.1,2414.5,2025-02-16T09:00:00+00:00,minor,train,synthetic
MAT-000192,FAC-001,2025-02-17,ORD-02-005,zipper,2502.2,2620.5,,available,train,synthetic
MAT-000193,FAC-001,2025-02-18,ORD-02-005,buttons,1567.7,1612.9,,available,train,synthetic
MAT-000194,FAC-001,2025-02-19,ORD-02-005,sewing_thread,1182.5,1210.5,,available,train,synthetic
MAT-000195,FAC-001,2025-02-20,ORD-02-005,buttons,626.5,688.2,,available,train,synthetic
MAT-000196,FAC-001,2025-02-22,ORD-02-006,shell_fabric,1909.9,1978.9,,available,train,synthetic
MAT-000197,FAC-001,2025-02-23,ORD-02-006,shell_fabric,2344.5,2522.7,,available,train,synthetic
MAT-000198,FAC-001,2025-02-24,ORD-02-006,buttons,2880.7,3203.2,,available,train,synthetic
MAT-000199,FAC-001,2025-02-25,ORD-02-006,sewing_thread,1824.0,1835.8,,available,train,synthetic
MAT-000200,FAC-001,2025-02-26,ORD-02-006,labels,1261.3,1331.5,,available,train,synthetic
MAT-000201,FAC-001,2025-02-27,ORD-02-006,buttons,1537.8,1540.1,,available,train,synthetic
MAT-000202,FAC-001,2025-03-01,ORD-02-006,labels,1042.0,1133.0,,available,train,synthetic
MAT-000203,FAC-001,2025-03-02,ORD-02-006,labels,1041.7,1058.9,,available,train,synthetic
MAT-000204,FAC-001,2025-03-03,ORD-02-006,buttons,723.7,734.4,,available,train,synthetic
MAT-000205,FAC-001,2025-03-04,ORD-02-006,buttons,353.4,367.5,,available,train,synthetic
MAT-000206,FAC-001,2025-03-05,ORD-02-006,sewing_thread,100.0,105.5,,available,train,synthetic
MAT-000207,FAC-001,2025-03-06,ORD-02-007,zipper,6668.0,6943.2,,available,train,synthetic
MAT-000208,FAC-001,2025-03-08,ORD-02-007,labels,5093.7,5479.8,,available,train,synthetic
MAT-000209,FAC-001,2025-03-09,ORD-02-007,sewing_thread,3847.1,4180.1,,available,train,synthetic
MAT-000210,FAC-001,2025-03-10,ORD-02-007,labels,2201.8,2448.2,,available,train,synthetic
MAT-000211,FAC-001,2025-03-11,ORD-02-007,zipper,3102.5,2455.0,2025-03-11T09:00:00+00:00,minor,train,synthetic
MAT-000212,FAC-001,2025-03-12,ORD-02-007,sewing_thread,1050.6,1112.0,,available,train,synthetic
MAT-000213,FAC-001,2025-03-13,ORD-02-007,sewing_thread,1243.8,1270.2,,available,train,synthetic
MAT-000214,FAC-001,2025-03-15,ORD-02-007,buttons,309.1,312.7,,available,train,synthetic
MAT-000215,FAC-001,2025-03-16,ORD-02-008,labels,4843.1,1755.6,2025-03-17T09:00:00+00:00,critical,train,synthetic
MAT-000216,FAC-001,2025-03-17,ORD-02-008,zipper,3916.2,4307.7,,available,train,synthetic
MAT-000217,FAC-001,2025-03-18,ORD-02-008,shell_fabric,2157.4,2355.2,,available,train,synthetic
MAT-000218,FAC-001,2025-03-19,ORD-02-008,sewing_thread,2657.9,2814.4,,available,train,synthetic
MAT-000219,FAC-001,2025-03-20,ORD-02-008,sewing_thread,673.7,698.7,,available,train,synthetic
MAT-000220,FAC-001,2025-03-22,ORD-02-008,sewing_thread,356.0,379.1,,available,train,synthetic
MAT-000221,FAC-001,2025-03-23,ORD-02-008,sewing_thread,100.0,110.8,,available,train,synthetic
MAT-000222,FAC-001,2025-03-24,ORD-02-009,sewing_thread,2860.1,3046.2,,available,train,synthetic
MAT-000223,FAC-001,2025-03-25,ORD-02-009,buttons,2080.8,2153.3,,available,train,synthetic
MAT-000224,FAC-001,2025-03-26,ORD-02-009,zipper,1553.1,1636.3,,available,train,synthetic
MAT-000225,FAC-001,2025-03-27,ORD-02-009,labels,1177.1,1186.8,,available,train,synthetic
MAT-000226,FAC-001,2025-03-29,ORD-02-009,zipper,1070.7,971.5,2025-03-29T09:00:00+00:00,minor,train,synthetic
MAT-000227,FAC-001,2025-03-30,ORD-02-009,buttons,226.8,252.0,,available,train,synthetic
MAT-000228,FAC-001,2025-03-31,ORD-02-010,shell_fabric,4422.7,4460.8,,available,train,synthetic
MAT-000229,FAC-001,2025-04-01,ORD-02-010,labels,5013.6,5306.5,,available,train,synthetic
MAT-000230,FAC-001,2025-04-02,ORD-02-010,labels,4507.2,4642.0,,available,train,synthetic
MAT-000231,FAC-001,2025-04-03,ORD-02-010,sewing_thread,3767.1,4120.0,,available,train,synthetic
MAT-000232,FAC-001,2025-04-05,ORD-02-010,zipper,2139.0,2158.5,,available,train,synthetic
MAT-000233,FAC-001,2025-04-06,ORD-02-010,sewing_thread,1804.1,1863.8,,available,train,synthetic
MAT-000234,FAC-001,2025-04-07,ORD-02-010,buttons,1451.8,1576.2,,available,train,synthetic
MAT-000235,FAC-001,2025-04-08,ORD-02-010,shell_fabric,1202.7,1327.6,,available,train,synthetic
MAT-000236,FAC-001,2025-04-09,ORD-02-010,labels,1300.6,1404.3,,available,train,synthetic
MAT-000237,FAC-001,2025-04-10,ORD-02-010,buttons,484.3,195.6,2025-04-12T09:00:00+00:00,critical,train,synthetic
MAT-000238,FAC-001,2025-04-12,ORD-02-010,sewing_thread,289.6,297.9,,available,train,synthetic
MAT-000239,FAC-001,2025-04-13,ORD-02-010,shell_fabric,100.0,100.8,,available,train,synthetic
MAT-000240,FAC-001,2025-04-14,ORD-02-011,sewing_thread,4325.8,3154.6,2025-04-14T09:00:00+00:00,minor,train,synthetic
MAT-000241,FAC-001,2025-04-15,ORD-02-011,zipper,3071.1,3349.0,,available,train,synthetic
MAT-000242,FAC-001,2025-04-16,ORD-02-011,zipper,2812.1,3017.7,,available,train,synthetic
MAT-000243,FAC-001,2025-04-17,ORD-02-011,labels,1835.6,2032.6,,available,train,synthetic
MAT-000244,FAC-001,2025-04-19,ORD-02-011,buttons,720.2,788.5,,available,train,synthetic
MAT-000245,FAC-001,2025-04-20,ORD-02-011,shell_fabric,432.6,462.4,,available,train,synthetic
MAT-000246,FAC-001,2025-04-21,ORD-02-012,buttons,2836.7,3141.8,,available,train,synthetic
MAT-000247,FAC-001,2025-04-22,ORD-02-012,buttons,2663.8,2124.9,2025-04-22T09:00:00+00:00,minor,train,synthetic
MAT-000248,FAC-001,2025-04-23,ORD-02-012,shell_fabric,2348.0,2517.1,,available,train,synthetic
MAT-000249,FAC-001,2025-04-24,ORD-02-012,sewing_thread,1276.8,1288.2,,available,train,synthetic
MAT-000250,FAC-001,2025-04-26,ORD-02-012,shell_fabric,863.8,929.4,,available,train,synthetic
MAT-000251,FAC-001,2025-04-27,ORD-02-012,zipper,886.5,926.6,,available,train,synthetic
MAT-000252,FAC-001,2025-04-28,ORD-02-012,shell_fabric,827.6,917.0,,available,train,synthetic
MAT-000253,FAC-001,2025-04-29,ORD-02-012,buttons,561.6,576.6,,available,train,synthetic
MAT-000254,FAC-001,2025-04-30,ORD-02-012,shell_fabric,199.6,204.7,,available,train,synthetic
MAT-000255,FAC-001,2025-05-01,ORD-02-012,labels,100.0,88.1,2025-05-01T09:00:00+00:00,minor,validation,synthetic
MAT-000256,FAC-001,2025-05-03,ORD-02-013,sewing_thread,2625.6,2810.5,,available,validation,synthetic
